lat,lon
48.8537558106,2.33909580857
48.865983,2.275725
48.8792959173,2.33736008406
48.855907556,2.39257067442
48.8408553118,2.38755494356
48.851518815,2.34367031604
48.8194283334,2.34333537519
48.8819732984,2.30113215744
48.8375258391,2.33603540808
48.8828777518,2.28766737081
48.8350927878,2.35346813513
48.871044052,2.36610446199
48.9103987576,2.38513559103
48.8516538318,2.33080778271
48.8360222429,2.47083399508
48.8438928653,2.35196638852
48.8355838387,2.23255008459
48.8470815908,2.32137478888
48.8620909377,2.19657629728
48.8158022636,2.37680498511
48.876116,2.288124
48.8564519854,2.33485188335
48.8477924733,2.31619209051
48.8512964337,2.32506182045
48.8485632331,2.32042182593
48.8331014995,2.29938000441
48.8450471666,2.34946478513
48.8710311376,2.37905685211
48.8570414505,2.37289470307
48.8488414719,2.42632541893
48.879406605,2.30344556272
48.8531478165,2.32639051974
48.8309816593,2.34816469252
48.8714172844,2.3076787591
48.8223409659,2.3278616533
48.8926485268,2.21369415522
48.86785,2.446748
48.8693268535,2.39508457482
48.7901478096,2.43286281824
48.7962880709,2.41721212864
48.8979224085,2.32851451022
48.8255722946,2.35761713237
48.8538440543,2.28970534822
48.8678534211,2.3493643105
48.8959473685,2.38113380225
48.879161,2.343698
48.882428,2.314002
48.8688339499,2.29899678379
48.8405799237,2.25841194391
48.8590911047,2.3185685277
48.8577214889,2.2549109906
48.8894963049,2.3333936588
48.8180741898,2.32670098543
48.8947998167,2.31870521217
48.8382309427,2.27050602436
48.8384255335,2.49369330704
48.7898091899,2.31439400464
48.7844848508,2.3590843007
48.8489514416,2.34113294631
48.8610690295,2.27302830666
48.8804934032,2.39806417376
48.8394026667,2.32971478254
48.8739352124,2.30642583221
48.8447302561,2.34192394487
48.8214169,2.342167
48.8468428627,2.45206207037
48.8978867,2.3458001
48.874750204,2.30177143533
48.8775989705,2.34846375883
48.877753,2.327339
48.8865558007,2.28864043951
48.880726,2.351464
48.873204401,2.32365883074
48.851419979,2.30970449746
48.8793594194,2.36659616232
48.879223,2.349147
48.8761373391,2.36808449794
48.8462904,2.3521495
48.8243578222,2.37706515938
48.8351212784,2.38553456962
48.8914577262,2.34863647806
48.8756426475,2.35945880413
48.87219,2.329423
48.8797395483,2.28801213205
48.883667,2.395733
48.8832078412,2.3308449949
48.8811502334,2.48043682426
48.8747776776,2.32651580478
48.8576156786,2.33583135304
48.8570587391,2.34179828394
48.8565029777,2.29317875433
48.8978765,2.3230632
48.8800658747,2.33108103275
48.8386839416,2.3110422492
48.8841618487,2.3220794311
48.8629238006,2.4155035615
48.9186486596,2.28141121566
48.8141837487,2.28728625923
48.8889616186,2.32252897509
48.881949,2.352339
48.8774556768,2.30969422142
48.8774851919,2.36600674689
48.8707024236,2.3587398639
48.8891761374,2.38336533308
48.8847601,2.3534657
48.8844922384,2.37039417028
48.8582958983,2.34237145633
48.8957704628,2.22390834242
48.8455150898,2.37264984463
48.8733462751,2.3379808677
48.8490632995,2.35580865294
48.8554439,2.2704418
48.8720102813,2.39203959703
48.8621478445,2.3772348091
48.8492256805,2.42186039686
48.8550793058,2.37336863187
48.8819276586,2.39258676767
48.8088953377,2.53824211657
48.8409749109,2.26439025253
48.8611421628,2.36779961811
48.8586887741,2.38355399457
48.8376141704,2.3972537822
48.8687591,2.4329931
48.8747460474,2.3082953319
48.8836478289,2.29524470866
48.8528046049,2.29307702986
48.822009,2.322188699
48.8939239631,2.39790290594
48.9298671945,2.28366963565
48.8470205717,2.34649826197
48.8447992886,2.32933775589
48.8364960231,2.47956265115
48.8795431,2.3264628
48.8199530796,2.46417675246
48.8613145276,2.44061440229
48.8802215405,2.2854680568
48.8750898883,2.38263040781
48.8223797715,2.45868712664
48.7646154834,2.40711897612
48.8368173353,2.33127940804
48.8750346559,2.3598012386
48.8864724661,2.33289018273
48.811542704,2.30307072401
48.8667175,2.3692541
48.8740311373,2.38959476352
48.8145486973,2.36116636544
48.8973836972,2.39599853754
48.9155156,2.3814103
48.7985844,2.3821302
48.8337243028,2.27138545364
48.8057138974,2.32020232826
48.8759024071,2.32261631638
48.8774366815,2.38607436419
48.8478030636,2.44514197111
48.843949064,2.41508139483
48.8470617336,2.47878223658
48.8280128494,2.30568788946
